Task,Mobile?,Arms,DoFs,Gripper Config,Rigid Gripper?,Can execute?
press the button to eject the compartment on the side of the oven,False,1,1,No specified Gripper,True,False
press the button to open the coffee marker,False,1,7,Robot Grippers with 2 Fingers,True,True
press the button to open the coffee marker,False,1,1,No specified Gripper,True,False
press the left button on the mouse,False,1,7,Robot Grippers with 2 Fingers,True,True
press the left button on the mouse,False,1,1,No specified Gripper,True,False
press the left button on the scale,False,1,7,Robot Grippers with 2 Fingers,True,True
press the left button on the scale,False,1,1,No specified Gripper,True,False
press the middle button of the black speaker,False,1,7,Robot Grippers with 2 Fingers,True,True
press the middle button of the black speaker,False,1,1,No specified Gripper,True,False
press the nozzle to open the drinking hole of the bottle,False,1,7,Robot Grippers with 2 Fingers,True,True
press the nozzle to open the drinking hole of the bottle,False,1,1,No specified Gripper,True,False
press the on/off button on the kettle,False,1,7,Robot Grippers with 2 Fingers,True,True
press the on/off button on the kettle,False,1,1,No specified Gripper,True,False
press the pump of the pump bottle,False,1,7,Robot Grippers with 2 Fingers,True,True
press the pump of the pump bottle,False,1,1,No specified Gripper,True,False
press the pump on the bottle,False,1,7,Robot Grippers with 2 Fingers,True,True
press the pump on the bottle,False,1,1,No specified Gripper,True,False
press the red button on the breakfast maker,False,1,7,Robot Grippers with 2 Fingers,True,True
press the red button on the breakfast maker,False,1,1,No specified Gripper,True,False
press the remote,False,1,6,No specified Gripper,True,True
press the remote,False,1,1,No specified Gripper,True,False
press the remote control,False,1,7,Robot Grippers with 2 Fingers,True,True
press the remote control,False,1,1,No specified Gripper,True,False
press the right button on the radio,False,1,6,No specified Gripper,True,True
press the right button on the radio,False,1,1,No specified Gripper,True,False
press the spray bottle,False,1,7,Robot Grippers with 2 Fingers,True,True
press the spray bottle,False,1,1,No specified Gripper,True,False
press the switch on the electric kettle,False,1,7,Robot Grippers with 2 Fingers,True,True
press the switch on the electric kettle,False,1,1,No specified Gripper,True,False
press the switch on the handle of the kettle,False,1,7,Robot Grippers with 2 Fingers,True,True
press the switch on the handle of the kettle,False,1,1,No specified Gripper,True,False
press the the switch on the third socket from the left,False,1,7,Robot Grippers with 2 Fingers,True,True
press the the switch on the third socket from the left,False,1,1,No specified Gripper,True,False
press the top button on the right side of the dishwasher,False,1,7,Robot Grippers with 2 Fingers,True,True
press the top button on the right side of the dishwasher,False,1,1,No specified Gripper,True,False
press the top left key on the keyboard,False,1,7,Robot Grippers with 2 Fingers,True,True
press the top left key on the keyboard,False,1,1,No specified Gripper,True,False
press the top of the bottle to open,False,1,7,Robot Grippers with 2 Fingers,True,True
press the top of the bottle to open,False,1,1,No specified Gripper,True,False
press the yellow button on the machine,False,1,7,Robot Grippers with 2 Fingers,True,True
press the yellow button on the machine,False,1,1,No specified Gripper,True,False
press two buttons on the electrical object on the table,False,1,7,Robot Grippers with 2 Fingers,True,True
press two buttons on the electrical object on the table,False,1,1,No specified Gripper,True,False
print out papers,True,2,6,No specified Gripper,False,True
print out papers,False,1,1,No specified Gripper,True,False
pull and push the object in the bottle over and over again,False,1,7,Robot Grippers with 2 Fingers,True,True
pull and push the object in the bottle over and over again,False,1,1,No specified Gripper,True,False
pull out one tissue square from the box and put it on the table,False,1,6,No specified Gripper,True,True
pull out one tissue square from the box and put it on the table,False,1,1,No specified Gripper,True,False
pull out one tissue square from the pink box,False,1,7,Robot Grippers with 2 Fingers,True,True
pull out one tissue square from the pink box,False,1,1,No specified Gripper,True,False
pull out the black container from under the coffee machine,False,1,7,Robot Grippers with 2 Fingers,True,True
pull out the black container from under the coffee machine,False,1,1,No specified Gripper,True,False
pull out the bottom drawer on the beige filing cabinet,False,1,7,Robot Grippers with 2 Fingers,True,True
pull out the bottom drawer on the beige filing cabinet,False,1,1,No specified Gripper,True,False
pull out the box from the shelf,False,1,7,Robot Grippers with 2 Fingers,True,True
pull out the box from the shelf,False,1,1,No specified Gripper,True,False
pull out the brown basket then put the socks one at a time in the basket then push in the basket,False,1,7,Robot Grippers with 2 Fingers,True,True
pull out the brown basket then put the socks one at a time in the basket then push in the basket,False,1,1,No specified Gripper,True,False
pull out the chair,False,1,6,No specified Gripper,True,True
pull out the chair,False,1,1,No specified Gripper,True,False
pull out the dark blue clothing from the pink laundry bag,False,1,7,Robot Grippers with 2 Fingers,True,True
pull out the dark blue clothing from the pink laundry bag,False,1,1,No specified Gripper,True,False
pull out the fourth stick from the left,False,1,7,Robot Grippers with 2 Fingers,True,True
pull out the fourth stick from the left,False,1,1,No specified Gripper,True,False
pull out the nightstand shelf,False,1,7,Robot Grippers with 2 Fingers,True,True
pull out the nightstand shelf,False,1,1,No specified Gripper,True,False
pull out the pullout table,False,1,7,Robot Grippers with 2 Fingers,True,True
pull out the pullout table,False,1,1,No specified Gripper,True,False
pull out the second rod from you,False,1,7,Robot Grippers with 2 Fingers,True,True
pull out the second rod from you,False,1,1,No specified Gripper,True,False
pull out the storage basket,False,1,7,Robot Grippers with 2 Fingers,True,True
pull out the storage basket,False,1,1,No specified Gripper,True,False
pull out the tap nozzle,False,1,7,Robot Grippers with 2 Fingers,True,True
pull out the tap nozzle,False,1,1,No specified Gripper,True,False
pull the basket out of the bottom of the black cabinet,False,1,7,Robot Grippers with 2 Fingers,True,True
pull the basket out of the bottom of the black cabinet,False,1,1,No specified Gripper,True,False
pull the black basket out of the bottom of the black cabinet,False,1,7,Robot Grippers with 2 Fingers,True,True
pull the black basket out of the bottom of the black cabinet,False,1,1,No specified Gripper,True,False
pull the blind strings down,False,1,7,Robot Grippers with 2 Fingers,True,True
pull the blind strings down,False,1,1,No specified Gripper,True,False
pull the box out of the bottom of the black cabinet,False,1,7,Robot Grippers with 2 Fingers,True,True
pull the box out of the bottom of the black cabinet,False,1,1,No specified Gripper,True,False
pull the box out of the bottom of the cabinet,False,1,7,Robot Grippers with 2 Fingers,True,True
pull the box out of the bottom of the cabinet,False,1,1,No specified Gripper,True,False
pull the brown box out,False,1,7,Robot Grippers with 2 Fingers,True,True
pull the brown box out,False,1,1,No specified Gripper,True,False
pull the cardboard box forwards,False,1,7,Robot Grippers with 2 Fingers,True,True
pull the cardboard box forwards,False,1,1,No specified Gripper,True,False
pull the chair,False,1,6,No specified Gripper,True,True
pull the chair,False,1,1,No specified Gripper,True,False
pull the chair back,False,1,7,Robot Grippers with 2 Fingers,True,True
pull the chair back,False,1,1,No specified Gripper,True,False
pull the checkered shirt out of the pink laundry bag,False,1,7,Robot Grippers with 2 Fingers,True,True
pull the checkered shirt out of the pink laundry bag,False,1,1,No specified Gripper,True,False
pull the curtain open to the right,False,1,7,Robot Grippers with 2 Fingers,True,True
pull the curtain open to the right,False,1,1,No specified Gripper,True,False
pull the pair of jeans to the right,False,1,7,Robot Grippers with 2 Fingers,True,True
pull the pair of jeans to the right,False,1,1,No specified Gripper,True,False
pull the plastic container from underneath the black and white cabinet,False,1,7,Robot Grippers with 2 Fingers,True,True
pull the plastic container from underneath the black and white cabinet,False,1,1,No specified Gripper,True,False
pull the storage box under the drawers,False,1,7,Robot Grippers with 2 Fingers,True,True
pull the storage box under the drawers,False,1,1,No specified Gripper,True,False
pull the upper right corner of the towel backwards,False,1,7,Robot Grippers with 2 Fingers,True,True
